condition,group,iteration,client_ms,accepted
conc-025,concurrency,21,3063,true
conc-025,concurrency,22,4342,true
conc-025,concurrency,23,4441,true
conc-025,concurrency,24,3531,true
conc-025,concurrency,25,4351,true
conc-025,concurrency,3,3584,true
conc-025,concurrency,4,4118,true
conc-025,concurrency,5,4428,true
conc-025,concurrency,6,4706,true
conc-025,concurrency,7,4315,true
conc-025,concurrency,8,4480,true
conc-025,concurrency,9,4289,true
conc-025,concurrency,26,4060,true
conc-025,concurrency,35,3753,true
conc-025,concurrency,36,4149,true
conc-025,concurrency,37,2943,true
conc-025,concurrency,38,4214,true
conc-025,concurrency,39,4146,true
conc-025,concurrency,40,4244,true
conc-025,concurrency,41,4341,true
conc-025,concurrency,42,4301,true
conc-025,concurrency,43,4376,true
conc-025,concurrency,44,4196,true
conc-025,concurrency,27,4208,true
conc-025,concurrency,45,4337,true
conc-025,concurrency,46,2879,true
conc-025,concurrency,47,4178,true
conc-025,concurrency,48,4147,true
conc-025,concurrency,49,2741,true
conc-025,concurrency,50,4229,true
conc-025,concurrency,28,4330,true
conc-025,concurrency,29,4234,true
conc-025,concurrency,30,3735,true
conc-025,concurrency,31,4193,true
conc-025,concurrency,32,4725,true
conc-025,concurrency,33,4145,true
conc-025,concurrency,34,4037,true
conc-050,concurrency,1,5843,true
conc-050,concurrency,10,6746,true
conc-050,concurrency,11,6592,true
conc-050,concurrency,12,7018,true
conc-050,concurrency,13,4157,true
conc-050,concurrency,14,5389,true
conc-050,concurrency,15,7599,true
conc-050,concurrency,16,7628,true
conc-050,concurrency,17,8116,true
conc-050,concurrency,18,8649,true
conc-050,concurrency,19,7303,true
conc-050,concurrency,2,8249,true
conc-050,concurrency,20,8513,true
conc-050,concurrency,21,8611,true
conc-050,concurrency,22,7591,true
conc-050,concurrency,23,7640,true
conc-050,concurrency,24,8567,true
conc-050,concurrency,25,7570,true
conc-050,concurrency,26,7555,true
conc-050,concurrency,27,7713,true
conc-050,concurrency,28,7228,true
conc-050,concurrency,29,8656,true
conc-050,concurrency,3,8165,true
conc-050,concurrency,30,7728,true
conc-050,concurrency,31,8376,true
conc-050,concurrency,32,5627,true
conc-050,concurrency,33,8440,true
conc-050,concurrency,34,8291,true
conc-050,concurrency,35,8453,true
conc-050,concurrency,36,8647,true
conc-050,concurrency,37,8436,true
conc-050,concurrency,38,7030,true
conc-050,concurrency,39,8330,true
conc-050,concurrency,4,8694,true
conc-050,concurrency,40,7421,true
conc-050,concurrency,41,7931,true
conc-050,concurrency,42,8395,true
conc-050,concurrency,43,8554,true
conc-050,concurrency,44,8096,true
conc-050,concurrency,45,8065,true
conc-050,concurrency,46,8533,true
conc-050,concurrency,47,7372,true
conc-050,concurrency,48,7234,true
conc-050,concurrency,49,6889,true
conc-050,concurrency,5,8247,true
conc-050,concurrency,50,4220,true
conc-050,concurrency,6,7666,true
conc-050,concurrency,7,6859,true
conc-050,concurrency,8,8733,true
conc-050,concurrency,9,7685,true
