condition,group,iteration,client_ms,accepted
conc-025,concurrency,21,15365,true
conc-025,concurrency,22,16309,true
conc-025,concurrency,23,16435,true
conc-025,concurrency,24,16775,true
conc-025,concurrency,25,17046,true
conc-025,concurrency,3,16541,true
conc-025,concurrency,4,17040,true
conc-025,concurrency,5,16938,true
conc-025,concurrency,6,17002,true
conc-025,concurrency,7,16424,true
conc-025,concurrency,8,17092,true
conc-025,concurrency,9,16587,true
conc-025,concurrency,26,17045,true
conc-025,concurrency,35,16973,true
conc-025,concurrency,36,16493,true
conc-025,concurrency,37,15951,true
conc-025,concurrency,38,16239,true
conc-025,concurrency,39,17013,true
conc-025,concurrency,40,16121,true
conc-025,concurrency,41,16144,true
conc-025,concurrency,42,16448,true
conc-025,concurrency,43,16969,true
conc-025,concurrency,44,16721,true
conc-025,concurrency,27,16345,true
conc-025,concurrency,45,17057,true
conc-025,concurrency,46,16836,true
conc-025,concurrency,47,17046,true
conc-025,concurrency,48,16633,true
conc-025,concurrency,49,16932,true
conc-025,concurrency,50,16785,true
conc-025,concurrency,28,17002,true
conc-025,concurrency,29,16469,true
conc-025,concurrency,30,16814,true
conc-025,concurrency,31,17069,true
conc-025,concurrency,32,16832,true
conc-025,concurrency,33,15717,true
conc-025,concurrency,34,16959,true
conc-050,concurrency,1,33685,true
conc-050,concurrency,10,33660,true
conc-050,concurrency,11,33317,true
conc-050,concurrency,12,32266,true
conc-050,concurrency,13,32981,true
conc-050,concurrency,14,31457,true
conc-050,concurrency,15,33570,true
conc-050,concurrency,16,33395,true
conc-050,concurrency,17,33032,true
conc-050,concurrency,18,32533,true
conc-050,concurrency,19,33173,true
conc-050,concurrency,2,33574,true
conc-050,concurrency,20,33357,true
conc-050,concurrency,21,33634,true
conc-050,concurrency,22,32137,true
conc-050,concurrency,23,32183,true
conc-050,concurrency,24,32830,true
conc-050,concurrency,25,33574,true
conc-050,concurrency,26,32759,true
conc-050,concurrency,27,33515,true
conc-050,concurrency,28,32281,true
conc-050,concurrency,29,33240,true
conc-050,concurrency,3,33319,true
conc-050,concurrency,30,33592,true
conc-050,concurrency,31,33229,true
conc-050,concurrency,32,32452,true
conc-050,concurrency,33,33342,true
conc-050,concurrency,34,32765,true
conc-050,concurrency,35,32956,true
conc-050,concurrency,36,33107,true
conc-050,concurrency,37,32732,true
conc-050,concurrency,38,32976,true
conc-050,concurrency,39,32979,true
conc-050,concurrency,4,32126,true
conc-050,concurrency,40,33019,true
conc-050,concurrency,41,33305,true
conc-050,concurrency,42,33333,true
conc-050,concurrency,43,32906,true
conc-050,concurrency,44,33241,true
conc-050,concurrency,45,32520,true
conc-050,concurrency,46,32974,true
conc-050,concurrency,47,32654,true
conc-050,concurrency,48,33163,true
conc-050,concurrency,49,32999,true
conc-050,concurrency,5,31761,true
conc-050,concurrency,50,33466,true
conc-050,concurrency,6,33453,true
conc-050,concurrency,7,32041,true
conc-050,concurrency,8,33034,true
conc-050,concurrency,9,32883,true
